1930	0.00000	13.49500	26.99000	2
1940	0.00000	5.78000	13.05000	3
1950	41.00000	50.95000	61.53500	4
1960	9.45250	20.96250	31.45000	4
1970	0.36600	13.39800	32.66600	5
1980	24.71978	31.23333	39.42803	9
1990	21.07095	26.87262	32.67871	21
2000	22.08566	25.67736	29.85492	53
2010	28.35109	31.48171	34.71121	82
2020	30.46576	35.85671	41.63602	41
