1930	0.10291	0.10291	0.10291	1
1940	0.00000	0.00000	0.00000	1
1950	0.07294	0.26687	0.46079	4
1960	0.00000	0.18181	0.43359	4
1970	0.00000	0.00000	0.00000	2
1980	0.00372	0.04887	0.09452	6
1990	0.08451	0.17529	0.27643	16
2000	0.11301	0.16384	0.21995	35
2010	0.17837	0.22042	0.26528	60
2020	0.19656	0.26290	0.33236	29
