1930	0.00000	13.25000	26.50000	2
1940	3.86000	3.86000	3.86000	1
1950	21.89000	55.23500	75.61500	4
1960	7.16000	21.96250	36.76500	4
1970	1.93000	34.41000	66.89000	2
1980	34.28833	46.66667	59.83667	6
1990	26.40983	33.29906	40.25945	16
2000	33.50744	41.36542	49.75133	36
2010	33.39217	38.92079	44.69098	63
2020	34.76457	42.98983	51.42083	30
