1930	0.68000	9.88000	19.08000	2
1940	0.00000	8.84000	17.68000	2
1950	0.85000	32.00000	75.40750	4
1960	5.47250	16.05000	22.72500	4
1970	6.26800	33.65200	69.72800	5
1980	4.19333	12.73000	22.67667	9
1990	16.00141	21.49475	29.27404	20
2000	8.94805	11.76632	14.85740	53
2010	10.96524	13.27481	15.69408	81
2020	8.58165	12.12341	16.13426	41
