movie_id	character_name	actor_imdb	role	importance
tt0076759	Luke Skywalker	nm0000434	protagonist	major
tt0076759	Princess Leia Organa	nm0000402	protagonist	major
tt0076759	Han Solo	nm0000148	protagonist	major
tt0076759	Ben Obi-Wan Kenobi	nm0000027	protagonist	major
tt0076759	C-3PO	nm0000355	protagonist	minor
tt0076759	R2-D2	nm0048652	protagonist	minor
tt0076759	Chewbacca	nm0562679	protagonist	minor
tt0076759	Darth Vader	nm0001190	antagonist	major
tt0076759	Grand Moff Tarkin	nm0001088	antagonist	major
tt0079417	Ted Kramer	nm0000163	protagonist	major
tt0079417	Billy Kramer	nm0377888	protagonist	major
tt0079417	Joanna Kramer	nm0000658	antagonist	major
tt0080319	Judy Bernly	nm0000404	protagonist	major
tt0080319	Violet Newstead	nm0005499	protagonist	major
tt0080319	Doralee Rhodes	nm0000573	protagonist	major
tt0080319	Franklin Hart, Jr.	nm0001056	antagonist	major
tt0080319	Roz	nm0933361	antagonist	minor
tt0080360	Eddie Jessup	nm0000458	protagonist	major
tt0080360	Emily Jessup	nm0001974	protagonist	minor
tt0080365	Julian	nm0000152	protagonist	major
tt0080365	Michelle	nm0001381	protagonist	major
tt0080365	Leon	nm0004886	antagonist	major
tt0080365	Mr. Rheiman	nm0829872	antagonist	major
tt0080365	Sunday	nm0001185	antagonist	minor
tt0080377	Philo Beddoe	nm0000142	protagonist	major
tt0080377	Lynn Halsey-Taylor	nm0516800	protagonist	minor
tt0080377	Orville	nm0507212	protagonist	minor
tt0080377	James Beekman	nm0345340	antagonist	major
tt0080402	Prof. Matthew Corbeck	nm0000032	protagonist	major
tt0080402	Jane Turner	nm0948772	protagonist	minor
tt0080402	Margaret Corbeck	nm0000258	antagonist	major
tt0080436	Jerry Kwan	nm0000329	protagonist	major
tt0080436	Dominici	nm0001207	antagonist	major
tt0080436	Kiss	nm0353637	antagonist	minor
tt0080455	Joliet Jake Blues	nm0000004	protagonist	major
tt0080455	Elwood Blues	nm0000101	protagonist	major
tt0080455	Mystery Woman	nm0000402	antagonist	major
tt0080455	Head Nazi	nm0002099	antagonist	minor
tt0080472	Bronco Billy	nm0000142	protagonist	major
tt0080472	Antoinette Lily	nm0516800	protagonist	major
tt0080472	Irene Lily	nm0571979	antagonist	minor
tt0080472	Edgar Lipton	nm0697733	antagonist	minor
tt0080472	John Arlington	nm0507212	antagonist	minor
tt0080472	Sheriff Dix	nm0055812	antagonist	minor
tt0080474	Henry Brubaker	nm0000602	protagonist	major
tt0080474	Richard 'Dickie' Coombes	nm0001433	protagonist	minor
tt0080474	Larry Lee Bullen	nm0001418	protagonist	minor
tt0080474	John Deach	nm0358069	antagonist	major
tt0080474	Huey Rauch	nm0532838	antagonist	major
tt0080474	Roy Purcell	nm0164273	antagonist	minor
tt0080474	Eddie Caldwell	nm0569239	antagonist	minor
tt0080474	C.P. 'Woody' Woodward	nm0001826	antagonist	minor
tt0080474	Senator Charles Hite	nm0533979	antagonist	minor
tt0080487	Danny Noonan	nm0001574	protagonist	major
tt0080487	Al Czervik	nm0001098	protagonist	major
tt0080487	Ty Webb	nm0000331	protagonist	major
tt0080487	Carl Spackler	nm0000195	protagonist	minor
tt0080487	Judge Elihu Smails	nm0461095	antagonist	major
tt0080487	Dr. Beeper	nm0720274	antagonist	minor
tt0080487	Mr. Gopher (uncredited)	nm0493054	antagonist	minor
tt0080520	Cheech	nm0001507	protagonist	major
tt0080520	Chong (as Thomas Chong)	nm0001045	protagonist	major
tt0080520	Dwayne 'Red' Mendoza (as Richard Marin)	nm0001507	protagonist	minor
tt0080520	Desk Clerk - Groundling	nm0000607	antagonist	minor
tt0080549	Loretta Lynn	nm0000651	protagonist	major
tt0080549	Doolittle Lynn	nm0000169	protagonist	major
tt0080556	Paul Dietrich	nm0000377	protagonist	major
tt0080556	Heidi Joan Schoonover	nm0001388	protagonist	major
tt0080684	Luke Skywalker	nm0000434	protagonist	major
tt0080684	Han Solo	nm0000148	protagonist	major
tt0080684	Princess Leia	nm0000402	protagonist	major
tt0080684	C-3PO	nm0000355	protagonist	minor
tt0080684	Chewbacca	nm0562679	protagonist	minor
tt0080684	R2-D2	nm0048652	protagonist	minor
tt0080684	Lando Calrissian	nm0001850	protagonist	minor
tt0080684	Yoda (voice)	nm0000568	protagonist	minor
tt0080684	Ben (Obi-Wan) Kenobi	nm0000027	protagonist	minor
tt0080684	Darth Vader	nm0001190	antagonist	major
tt0080684	Boba Fett	nm0120116	antagonist	minor
tt0080716	Montgomery	nm0005204	protagonist	major
tt0080716	Doris	nm0853808	protagonist	major
tt0080716	Ralph	nm0587944	protagonist	major
tt0080716	Bruno	nm0001087	protagonist	major
tt0080716	Coco	nm0001011	protagonist	major
tt0080716	Lisa	nm0212847	protagonist	major
tt0080716	Leroy	nm0712833	protagonist	major
tt0080716	Hilary	nm0289900	protagonist	minor
tt0080716	Shorofsky	nm0353831	antagonist	minor
tt0080716	Mrs. Sherwood	nm0575198	antagonist	minor
tt0080716	Miss Berg	nm0581008	antagonist	minor
tt0080716	Mrs. Finsecker	nm0400955	antagonist	minor
tt0080731	Nayland Smith	nm0000634	protagonist	major
tt0080731	Pete Williams	nm0291266	protagonist	minor
tt0080731	Joe Capone	nm0128377	protagonist	minor
tt0080731	Sir Roger Avery	nm0866835	protagonist	minor
tt0080731	Fu Manchu	nm0000634	antagonist	major
tt0080731	Alice Rage	nm0000545	antagonist	minor
tt0080731	Sir Nules Thudd	nm0789070	antagonist	minor
tt0080739	President Manfred Link	nm0627878	protagonist	major
tt0080739	Gloria Link	nm0705717	protagonist	minor
tt0080739	Ambassador Longo	nm0364918	antagonist	major
tt0080745	Flash Gordon	nm0429207	protagonist	major
tt0080745	Dale Arden	nm0000758	protagonist	minor
tt0080745	Dr. Hans Zarkov	nm0867694	protagonist	minor
tt0080745	The Emperor Ming (as Max Von Sydow)	nm0001884	antagonist	major
tt0080745	Klytus	nm0943936	antagonist	minor
tt0080745	Kala	nm0577423	antagonist	minor
tt0080754	Barney Caine	nm0001715	protagonist	major
tt0080754	Adam Steiffel	nm0000008	antagonist	major
tt0080754	Lisa	nm0445715	antagonist	minor
tt0080756	Jeanie	nm0000149	protagonist	major
tt0080756	Annie	nm0192947	protagonist	major
tt0080756	Madge	nm0434577	protagonist	major
tt0080756	Deirdre	nm0834794	protagonist	major
tt0080761	Alice	nm0454415	protagonist	major
tt0080761	Mrs. Voorhees	nm0658133	antagonist	major
tt0080761	Jason	nm0499614	antagonist	minor
tt0080798	Gloria Swenson	nm0001687	protagonist	major
tt0080798	Phil Dawn	nm0010629	protagonist	major
tt0080798	Tony Tanzini	nm0289974	antagonist	major
tt0080808	Chuck Barris	nm0057567	protagonist	major
tt0080850	Amy Jensen	nm0641378	protagonist	major
tt0080850	Ray Carlton (the killer)	nm0738234	antagonist	major
tt0080850	Phil	nm0140841	antagonist	minor
tt0080863	Steve Nichols	nm0000615	protagonist	major
tt0080888	Buck	nm0005268	protagonist	major
tt0080917	Brother Ambrose	nm0001204	protagonist	major
tt0080917	Dr. Sebastian Melmoth	nm0001967	protagonist	minor
tt0080917	Mary	nm0489837	protagonist	minor
tt0080917	Armageddon T. Thunderbird	nm0001412	antagonist	major
tt0080934	Blair Maynard	nm0000323	protagonist	major
tt0080934	Justin Maynard	nm0290974	protagonist	minor
tt0080934	John David Nau	nm0001831	antagonist	major
tt0080948	Yussel Rabinovitch	nm0004871	protagonist	major
tt0080948	Jess Robin	nm0004871	protagonist	major
tt0080948	Cantor Rabinovitch	nm0000059	antagonist	major
tt0081032	Jeff Thompson	nm0001719	protagonist	major
tt0081032	Mari Thompson	nm0000081	protagonist	major
tt0081032	Barbara	nm0001320	antagonist	major
tt0081063	Sorrowful Jones	nm0000527	protagonist	major
tt0081063	The Kid	nm0830400	protagonist	major
tt0081063	Blackie	nm0000348	antagonist	major
tt0081071	Jesse James	nm0005077	protagonist	major
tt0081071	Cole Younger	nm0001016	protagonist	major
tt0081071	Frank James	nm0005078	protagonist	major
tt0081071	Jim Younger	nm0001018	protagonist	minor
tt0081071	Mr. Rixley	nm0926215	antagonist	major
tt0081071	Bob Ford	nm0346415	antagonist	minor
tt0081071	Charlie Ford	nm0001302	antagonist	minor
tt0081184	Terry	nm0043497	protagonist	major
tt0081184	Bruce Smith	nm0512912	protagonist	major
tt0081184	Bo Tulinski	nm0187083	protagonist	minor
tt0081184	Vincent Smith	nm0001983	antagonist	major
tt0081184	Ida Smith	nm0663878	antagonist	major
tt0081207	Clifford	nm0538485	protagonist	major
tt0081207	Linderman	nm0000284	protagonist	major
tt0081207	Moody	nm0000369	antagonist	major
tt0081207	Mike	nm0757591	antagonist	minor
tt0081249	Maxwell Smart	nm0010915	protagonist	major
tt0081249	Sauvage	nm0002094	antagonist	major
tt0081268	Tracy Richards	nm0521608	protagonist	major
tt0081268	God	nm0122675	protagonist	major
tt0081268	Paula Richards	nm0687189	antagonist	minor
tt0081268	Don Richards	nm0083709	antagonist	minor
tt0081269	Browning	nm0000331	protagonist	major
tt0081269	Benji a.k.a Browning	nm1449294	protagonist	major
tt0081269	Jackie	nm0005412	protagonist	major
tt0081269	Bart	nm0001725	antagonist	major
tt0081269	Alistair Becket	nm0834438	antagonist	major
tt0081283	Conrad	nm0000459	protagonist	major
tt0081283	Calvin Jarrett	nm0000661	protagonist	major
tt0081283	Beth Jarrett	nm0001546	antagonist	major
tt0081353	Popeye	nm0000245	protagonist	major
tt0081353	Olive Oyl	nm0001167	protagonist	major
tt0081353	Bluto	nm0809544	antagonist	major
tt0081353	Wimpy	nm0233209	antagonist	minor
tt0081353	The Taxman	nm0595567	antagonist	minor
tt0081375	Judy Benjamin	nm0000443	protagonist	major
tt0081375	Henrí Trémont	nm0000800	antagonist	major
tt0081375	Capt. Doreen Lewis	nm0107281	antagonist	minor
tt0081375	Col. Clay Thornbush	nm0916434	antagonist	minor
tt0081375	Sgt. L.C. Ross	nm0930724	antagonist	minor
tt0081398	Jake La Motta	nm0000134	protagonist	major
tt0081398	Tommy Como	nm0170225	antagonist	minor
tt0081398	Salvy	nm0898634	antagonist	minor
tt0081398	Sugar Ray Robinson - First Robinson Fight	nm0055652	antagonist	minor
tt0081433	Travis W. Redfish	nm0001533	protagonist	major
tt0081433	Lola Bouilliabase	nm0402895	protagonist	major
tt0081433	Ace	nm0816876	antagonist	minor
tt0081505	Wendy Torrance	nm0001167	protagonist	major
tt0081505	Danny Torrance	nm0515950	protagonist	major
tt0081505	Dick Hallorann	nm0001079	protagonist	minor
tt0081505	Jack Torrance	nm0000197	antagonist	major
tt0081505	Lloyd	nm0877185	antagonist	minor
tt0081505	Charles Grady	nm0832104	antagonist	minor
tt0081529	Bandit	nm0000608	protagonist	major
tt0081529	Cledus	nm0715274	protagonist	major
tt0081529	Carrie	nm0000398	protagonist	major
tt0081529	Doc	nm0001123	protagonist	minor
tt0081529	Sheriff Buford T. Justice	nm0001276	antagonist	major
tt0081529	Gaylord Justice	nm0001276	antagonist	minor
tt0081529	Reginald Van Justice	nm0001276	antagonist	minor
tt0081534	Richard Collier	nm0001659	protagonist	major
tt0081534	Elise McKenna	nm0005412	protagonist	major
tt0081534	W. F. Robinson	nm0001626	antagonist	major
tt0081554	Sandy Bates	nm0000095	protagonist	major
tt0081562	Skip Donahue	nm0000698	protagonist	major
tt0081562	Harry Monroe	nm0001640	protagonist	major
tt0081562	Warden Walter Beatty	nm0179224	antagonist	major
tt0081562	Deputy Ward Wilson	nm0005266	antagonist	major
tt0081562	Jack Graham	nm0052186	antagonist	minor
tt0081573	Superman	nm0001659	protagonist	major
tt0081573	Clark Kent	nm0001659	protagonist	major
tt0081573	Lois Lane	nm0452288	protagonist	major
tt0081573	General Zod	nm0000654	antagonist	major
tt0081573	Ursa	nm0235243	antagonist	major
tt0081573	Non	nm0641172	antagonist	major
tt0081573	Lex Luthor	nm0000432	antagonist	major
tt0081573	Rocky	nm0552893	antagonist	minor
tt0081633	Kevin	nm0912649	protagonist	major
tt0081633	Randall	nm0710884	protagonist	major
tt0081633	Fidgit	nm0048652	protagonist	minor
tt0081633	Strutter	nm0228915	protagonist	minor
tt0081633	Og	nm0249507	protagonist	minor
tt0081633	Wally	nm0701023	protagonist	minor
tt0081633	Vermin	nm0743888	protagonist	minor
tt0081633	Evil Genius	nm0001831	antagonist	major
tt0081633	Supreme Being	nm0724732	antagonist	minor
tt0081748	Hunter S. Thompson	nm0000195	protagonist	major
tt0081748	Lazlo	nm0001967	protagonist	major
tt0081751	Herschel	nm0001545	protagonist	major
tt0081751	Harvey	nm0001545	protagonist	minor
tt0081751	Zoey	nm0628170	protagonist	minor
tt0081777	Sonny Malone	nm0065235	protagonist	major
tt0081777	Kira	nm0000556	protagonist	major
tt0081777	Danny McGuire	nm0000037	protagonist	major
tt0081974	Michael Colin Gallagher	nm0000056	protagonist	major
tt0081974	Megan Carter	nm0000398	protagonist	major
tt0081974	Elliott Rosen	nm0000837	antagonist	major
tt0082001	George Dupler	nm0000432	protagonist	major
tt0082001	Cheryl Gibbons	nm0000659	protagonist	major
tt0082001	Bobby Gibbons	nm0004878	antagonist	minor
tt0082010	David Kessler	nm0622544	protagonist	major
tt0082010	Jack Goodman	nm0001162	protagonist	minor
tt0082010	First Werewolf	nm0752761	antagonist	minor
tt0082031	Arthur Bach	nm0001545	protagonist	major
tt0082031	Linda Marolla	nm0591485	protagonist	major
tt0082031	Martha Bach	nm0280242	antagonist	major
tt0082031	Burt Johnson	nm0254634	antagonist	minor
tt0082031	Susan Johnson	nm0251708	antagonist	minor
tt0082031	Stanford Bach	nm0053856	antagonist	minor
tt0082042	Amy Post	nm0000398	protagonist	major
tt0082042	Elmore Pratt	nm0000169	protagonist	major
tt0082089	Ned Racine	nm0000458	protagonist	major
tt0082089	Matty Walker	nm0000678	antagonist	major
tt0082121	Joe Braxton	nm0001640	protagonist	major
tt0082121	Vivian Perry	nm0001807	protagonist	major
tt0082121	Donald	nm0160080	antagonist	major
tt0082136	J. J. McClure	nm0000608	protagonist	major
tt0082136	Victor Prinzim	nm0001123	protagonist	major
tt0082136	Pamela	nm0000396	protagonist	minor
tt0082136	Doctor Nikolas Van Helsing	nm0001181	protagonist	minor
tt0082136	A. F. Foyt	nm0299149	antagonist	major
tt0082136	Jamie Blake	nm0001509	antagonist	minor
tt0082136	Fenderbaum	nm0002035	antagonist	minor
tt0082136	Chief Biker	nm0001228	antagonist	minor
tt0082145	Annie	nm0001625	protagonist	major
tt0082145	Jenny - 'Little Britches'	nm0000178	protagonist	major
tt0082145	Bill Doolin	nm0000044	protagonist	major
tt0082145	Tilghman	nm0001768	antagonist	major
tt0082158	Harold Abrahams	nm0002027	protagonist	major
tt0082158	Eric Liddell	nm0153182	protagonist	major
tt0082158	Master of Trinity (as Sir John Gielgud)	nm0000024	antagonist	minor
tt0082158	Master of Caius	nm0000755	antagonist	minor
tt0082158	Jennie Liddell	nm0132293	antagonist	minor
tt0082158	Prince of Wales	nm0947379	antagonist	minor
tt0082198	Conan	nm0000216	protagonist	major
tt0082198	Subotai	nm0520068	protagonist	minor
tt0082198	Valeria	nm0000922	protagonist	minor
tt0082198	Young Conan	nm0764450	protagonist	minor
tt0082198	Thulsa Doom	nm0000469	antagonist	major
tt0082198	Rexor	nm0203234	antagonist	minor
tt0082200	Ernie Souchak	nm0000004	protagonist	major
tt0082200	Nell Porter	nm0001974	protagonist	major
tt0082200	Police Thug	nm0213845	antagonist	minor
tt0082200	Police Thug	nm0712684	antagonist	minor
tt0082288	Galen	nm0001493	protagonist	major
tt0082288	Valerian	nm0164680	protagonist	minor
tt0082288	Ulrich	nm0724732	protagonist	minor
tt0082288	Tyrian	nm0356268	antagonist	major
tt0082288	Casiodorus Rex	nm0264235	antagonist	minor
tt0082329	David	nm0382063	protagonist	major
tt0082329	Jade	nm0000222	protagonist	major
tt0082329	Hugh	nm0614916	antagonist	major
tt0082329	Keith (as Jimmy Spader)	nm0000652	antagonist	minor
tt0082334	Carla Moran	nm0001347	protagonist	major
tt0082348	King Arthur	nm0856050	protagonist	major
tt0082348	Merlin	nm0932116	protagonist	major
tt0082348	Lancelot	nm0165551	protagonist	major
tt0082348	Perceval	nm0313264	protagonist	major
tt0082348	Morgana	nm0000545	antagonist	major
tt0082348	Mordred	nm0011665	antagonist	major
tt0082352	Jane Harris	nm0856708	protagonist	major
tt0082352	Tracy Harris	nm0000492	protagonist	minor
tt0082352	Stanley Herbert	nm0228277	antagonist	major
tt0082377	Damien	nm0000554	protagonist	major
tt0082377	De Carlo	nm0106387	antagonist	major
tt0082377	Kate Reynolds	nm0366027	antagonist	major
tt0082398	James Bond	nm0000549	protagonist	major
tt0082398	Melina	nm0000962	protagonist	major
tt0082398	Kristatos	nm0002103	antagonist	major
tt0082398	Locque	nm0331788	antagonist	minor
tt0082398	Erik Kriegler	nm0943840	antagonist	minor
tt0082398	Gonzales	nm0435875	antagonist	minor
tt0082398	Apostis	nm0458161	antagonist	minor
tt0082405	Jack Burroughs	nm0000257	protagonist	major
tt0082405	Kate Burroughs	nm0000993	protagonist	major
tt0082405	Nick Callan	nm0137230	protagonist	major
tt0082405	Anne Callan	nm0006800	protagonist	major
tt0082405	Claudia Zimmer	nm0001549	protagonist	major
tt0082405	Danny Zimmer	nm0922967	protagonist	major
tt0082405	Ginny Newley (Callan)	nm0000787	protagonist	major
tt0082418	Ginny	nm0824386	protagonist	major
tt0082418	Paul	nm0298859	protagonist	major
tt0082418	Alice	nm0454415	protagonist	minor
tt0082418	Jason	nm0319068	antagonist	major
tt0082418	Jason (as Steve Daskawisz)	nm0201977	antagonist	major
tt0082427	Amy Harper	nm0000931	protagonist	major
tt0082427	Buzz Dawson	nm0399590	protagonist	minor
tt0082427	Liz Duncan	nm0940462	protagonist	minor
tt0082427	Richie Atterbury	nm0152187	protagonist	minor
tt0082427	Funhouse Barker	nm0176723	antagonist	major
tt0082427	The Monster	nm0229566	antagonist	major
tt0082449	Don	nm0913738	protagonist	major
tt0082449	Ricky Hawthorne	nm0000001	protagonist	major
tt0082449	Sears James	nm0002144	protagonist	major
tt0082449	John Jaffrey	nm0002048	protagonist	minor
tt0082449	Edward Wanderley	nm0001195	protagonist	minor
tt0082449	Eva	nm0000481	antagonist	major
tt0082449	Alma	nm0000481	antagonist	major
tt0082449	Gregory Bate	nm0272883	antagonist	minor
tt0082449	Fenny Bate	nm0390091	antagonist	minor
tt0082474	Kermit the Frog	nm0001345	protagonist	major
tt0082474	Miss Piggy	nm0000568	protagonist	major
tt0082474	Fozzie Bear	nm0000568	protagonist	minor
tt0082474	The Great Gonzo	nm0324397	protagonist	minor
tt0082474	Nicky Holiday	nm0001301	antagonist	major
tt0082474	Carla	nm0397426	antagonist	minor
tt0082474	Darla	nm0277406	antagonist	minor
tt0082474	Marla	nm0187262	antagonist	minor
tt0082484	Naoh	nm0569239	protagonist	major
tt0082484	Amoukar	nm0000579	protagonist	major
tt0082484	Gaw (as Nameer El-Kadi)	nm0252832	protagonist	major
tt0082484	Ika	nm0001044	protagonist	major
tt0082484	The Wagabou Tribe	nm0072024	antagonist	minor
tt0082484	The Kzamm Tribe	nm0857258	antagonist	minor
tt0082495	Laurie Strode	nm0000130	protagonist	major
tt0082495	Sam Loomis	nm0000587	protagonist	major
tt0082495	The Shape	nm0006441	antagonist	major
tt0082497	Jonathan Lansdale	nm0000323	protagonist	major
tt0082507	Val	nm0001412	protagonist	major
tt0082507	Aqua	nm0001613	protagonist	major
tt0082507	Catskil (voice)	nm0141659	protagonist	minor
tt0082507	Phil (voice)	nm0305263	protagonist	minor
tt0082507	Crimebuster (voice)	nm0304532	antagonist	major
tt0082517	Comicus	nm0000316	protagonist	major
tt0082517	Josephus	nm0002138	protagonist	major
tt0082517	Jacques	nm0000316	protagonist	major
tt0082517	Moses	nm0000316	protagonist	minor
tt0082517	Swiftus	nm0137030	protagonist	minor
tt0082517	Miriam	nm0401799	protagonist	minor
tt0082517	Mademoiselle Rimbaud	nm0827298	protagonist	minor
tt0082517	Emperor Nero	nm0001123	antagonist	major
tt0082517	King Louis XVI	nm0000316	antagonist	major
tt0082517	Marcus Vindictus	nm0338922	antagonist	minor
tt0082517	Torquemada	nm0000316	antagonist	minor
tt0082517	Madame Defarge	nm0001458	antagonist	minor
tt0082517	Count de Monet	nm0466327	antagonist	minor
tt0082525	Mayor Kirby T. Calo	nm0001137	protagonist	major
tt0082525	Eugene	nm0001169	protagonist	minor
tt0082525	Osvaldo	nm0341055	protagonist	minor
tt0082525	Hitchhiker	nm0827663	protagonist	minor
tt0082525	Duane Hansen	nm0000977	protagonist	minor
tt0082525	Carmen Odessa Shelby	nm0000350	protagonist	minor
tt0082525	Snapper	nm0381606	protagonist	minor
tt0082525	Carol	nm0001788	protagonist	minor
tt0082525	Sherm	nm0002025	protagonist	minor
tt0082525	Sister Mary Clarise	nm0656183	protagonist	minor
tt0082525	Sister Mary Magdalene	nm0750658	protagonist	minor
tt0082525	T.J. Tupus	nm0412955	protagonist	minor
tt0082558	Pat Kramer	nm0005499	protagonist	major
tt0082619	Steve	nm0002122	protagonist	major
tt0082619	Cal	nm0000454	antagonist	major
tt0082648	John Reid	nm0445719	protagonist	major
tt0082648	The Lone Ranger	nm0445719	protagonist	major
tt0082648	Tonto	nm0395398	protagonist	major
tt0082648	Young John Reid	nm0319643	protagonist	minor
tt0082648	Young Tonto	nm0600241	protagonist	minor
tt0082648	Cavendish	nm0000502	antagonist	major
tt0082648	Ranger Collins	nm0371731	antagonist	minor
tt0082694	Max	nm0000154	protagonist	major
tt0082694	The Gyro Captain	nm0817748	protagonist	minor
tt0082694	Pappagallo (as Mike Preston)	nm0696463	protagonist	minor
tt0082694	The Feral Kid	nm0591755	protagonist	minor
tt0082694	The Humungus	nm0632250	antagonist	major
tt0082694	Wez	nm0920460	antagonist	major
tt0082694	The Toadie	nm0681041	antagonist	minor
tt0082763	Max Fielder	nm0000331	protagonist	major
tt0082763	Mark Winslow	nm0001056	antagonist	major
tt0082763	Barry	nm0470656	antagonist	minor
tt0082764	Robert Cole	nm0000983	protagonist	major
tt0082764	Mary Harvard	nm0002130	protagonist	major
tt0082801	Earl Keese	nm0000004	protagonist	major
tt0082801	Vic	nm0000101	antagonist	major
tt0082801	Ramona	nm0001550	antagonist	major
tt0082817	Deke DaSilva	nm0000230	protagonist	major
tt0082817	Matthew Fox	nm0001850	protagonist	minor
tt0082817	Wulfgar	nm0000442	antagonist	major
tt0082817	Shakka	nm0001422	antagonist	minor
tt0082846	Norman Thayer Jr.	nm0000020	protagonist	major
tt0082846	Ethel Thayer	nm0000031	protagonist	major
tt0082846	Chelsea Thayer Wayne	nm0000404	protagonist	minor
tt0082869	O'Niel	nm0000125	protagonist	major
tt0082869	Lazarus	nm0827973	protagonist	minor
tt0082869	Sheppard	nm0001967	antagonist	major
tt0082869	Ballard	nm0676370	antagonist	minor
tt0082945	Detective Daniel Ciello	nm0001852	protagonist	major
tt0082958	Meade	nm0001852	protagonist	major
tt0082958	Hannah	nm0002130	protagonist	major
tt0082958	Gruen	nm0000380	antagonist	major
tt0082958	Remson	nm0322339	antagonist	minor
tt0082969	Nita	nm0000651	protagonist	major
tt0082969	Teddy	nm0000616	protagonist	major
tt0082969	Calvin	nm0761836	antagonist	major
tt0082969	Arnold	nm0910145	antagonist	major
tt0082970	Coalhouse Walker Jr.	nm0738415	protagonist	major
tt0082970	Mother	nm0005460	protagonist	major
tt0082970	Father	nm0647921	protagonist	major
tt0082970	Younger Brother	nm0000374	protagonist	major
tt0082970	Evelyn Nesbit	nm0001527	protagonist	major
tt0082970	Tateh	nm0001597	protagonist	minor
tt0082970	Sarah	nm0000739	protagonist	minor
tt0082970	Willie Conklin	nm0573299	antagonist	major
tt0082970	New York Police Commissioner Rhinelander Waldo	nm0000010	antagonist	major
tt0082970	Henry Thaw	nm0431451	antagonist	minor
tt0082971	Indy	nm0000148	protagonist	major
tt0082971	Marion	nm0000261	protagonist	major
tt0082971	Sallah	nm0722636	protagonist	minor
tt0082971	Belloq	nm0293550	antagonist	major
tt0082971	Toht	nm0479951	antagonist	major
tt0082979	John Reed	nm0000886	protagonist	major
tt0082979	Louise Bryant	nm0000473	protagonist	major
tt0083006	Lee Winters	nm0000404	protagonist	major
tt0083006	Hubbell Smith	nm0001434	protagonist	major
tt0083006	Maxwell Emery	nm0002025	antagonist	major
tt0083006	Limousine Driver	nm0278504	antagonist	minor
tt0083064	Sharky	nm0000608	protagonist	major
tt0083064	Dominoe	nm0001829	protagonist	minor
tt0083064	Papa	nm0001417	protagonist	minor
tt0083064	Arch	nm0143378	protagonist	minor
tt0083064	Nosh	nm0508844	protagonist	minor
tt0083064	Victor	nm0002094	antagonist	major
tt0083064	Billy Score	nm0798328	antagonist	major
tt0083064	Smiley	nm0382718	antagonist	minor
tt0083064	Hotchkins	nm0391096	antagonist	minor
tt0083107	Eddie Keller	nm0001640	protagonist	major
tt0083107	Tommy Morelli (uncredited)	nm0326091	antagonist	minor
tt0083113	Erica Baron	nm0001153	protagonist	major
tt0083131	John	nm0000195	protagonist	major
tt0083131	Russell	nm0000601	protagonist	major
tt0083131	Capt. Stillman	nm0488662	antagonist	major
tt0083131	Sgt. Hulka	nm0643105	antagonist	minor
tt0083133	Toby	nm0728779	protagonist	major
tt0083133	The Breather (as Richard Brando)	nm0069547	antagonist	major
tt0083133	Principal Peters	nm0847824	antagonist	major
tt0083133	Miss Mumsley	nm0917114	antagonist	major
tt0083133	Hardy (as Matt Goldsby)	nm0325999	antagonist	minor
tt0083169	Brian Moreland	nm0000459	protagonist	major
tt0083169	David Shawn	nm0000129	protagonist	minor
tt0083169	Alex Dwyer	nm0000576	protagonist	minor
tt0083169	Edward West	nm0359577	protagonist	minor
tt0083169	General Harlan Bache	nm0001715	protagonist	minor
tt0083169	Colonel Kerby	nm0001074	antagonist	major
tt0083169	Sheriff	nm0359695	antagonist	minor
tt0083254	Rollo Sweet	nm0399155	protagonist	major
tt0083254	Annie Clark	nm0000402	protagonist	major
tt0083254	Bruce Thorpe	nm0000331	protagonist	major
tt0083254	The Duke	nm0536850	protagonist	minor
tt0083254	The Duchess	nm0000781	protagonist	minor
tt0083254	Homer	nm0410631	protagonist	minor
tt0083254	Otto Kriegling	nm0000863	antagonist	major
tt0083254	Nakomuri	nm0538683	antagonist	minor
tt0083254	The Assassin	nm0232817	antagonist	minor
tt0083336	Dewey Wilson	nm0001215	protagonist	major
tt0083336	Rebecca Neff	nm0893204	protagonist	minor
tt0083365	Henry Reyna	nm0883639	protagonist	major
tt0083365	El Pachuco	nm0001579	protagonist	major
tt0083365	Rafas	nm1807290	antagonist	minor
tt0083511	Jack Cates	nm0000560	protagonist	major
tt0083511	Reggie Hammond	nm0000552	protagonist	major
tt0083511	Ganz	nm0001664	antagonist	major
tt0083511	Billy Bear	nm0484739	antagonist	major
tt0083530	Ted Striker	nm0001332	protagonist	major
tt0083530	Elaine Dickinson	nm0353546	protagonist	major
tt0083530	Bud Kruger	nm0001800	antagonist	minor
tt0083530	The Commissioner	nm0215000	antagonist	minor
tt0083530	Simon Kurtz	nm0263496	antagonist	minor
tt0083530	The Bomber	nm0095122	antagonist	minor
tt0083564	Annie	nm0703747	protagonist	major
tt0083564	Daddy Warbucks	nm0001215	protagonist	major
tt0083564	Miss Hannigan	nm0000993	antagonist	major
tt0083564	Rooster	nm0000347	antagonist	major
tt0083564	Lily	nm0001613	antagonist	minor
tt0083641	Richard Babson	nm0000608	protagonist	major
tt0083641	Paula McCullen	nm0000443	protagonist	major
tt0083642	Sheriff Ed Earl Dodd	nm0000608	protagonist	major
tt0083642	Mona Stangley	nm0000573	protagonist	major
tt0083642	Melvin	nm0001123	antagonist	major
tt0083642	Governor	nm0001164	antagonist	minor
